,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU1789,Fungi,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA
OTU1790,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU1791,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita exitialis
OTU1792,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU1793,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU1794,Protista,NA,NA,NA,NA,NA,NA
OTU1795,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU1796,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,Cladonia cariosa
OTU1797,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA
OTU1798,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma dimennae
OTU1799,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
OTU1800,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita exitialis
OTU1802,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Otospora,Otospora bareae
OTU1803,Fungi,Ascomycota,Xylonomycetes,Symbiotaphrinales,NA,NA,NA
OTU1804,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,NA,NA,NA
OTU1805,Metazoa,Platyhelminthes,Trematoda,Plagiorchiida,NA,NA,NA
OTU1806,Fungi,Ascomycota,Sordariomycetes,Conioscyphales,Conioscyphaceae,Conioscypha,Conioscypha hoehnelii
OTU1807,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU1808,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,NA,NA,NA
OTU1809,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,NA,NA
OTU1811,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,NA,NA,NA
OTU1812,Fungi,Mucoromycota,Endogonomycetes,Endogonales,NA,NA,NA
OTU1813,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA
OTU1814,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU1815,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Slopeiomyces,Slopeiomyces cylindrosporus
OTU1817,Metazoa,Nematomorpha,Gordiida,NA,NA,NA,NA
OTU1818,Stramenopila,Oomycota,Oomycetes,Peronosporales,NA,NA,NA
OTU1819,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU1820,Cryptista,Cryptophyta,NA,Pyrenomonadales,NA,NA,NA
OTU1822,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU1824,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU1825,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU1826,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU1827,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita exitialis
OTU1828,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU1829,Viridiplantae,Anthophyta,Eudicotyledonae,Lamiales,NA,NA,NA
OTU1830,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,Stereum rugosum
OTU1831,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Veronaea,NA
OTU1832,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Balsamia,NA
OTU1833,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA
OTU1834,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,NA
OTU1835,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Dothiora,NA
OTU1836,Fungi,Basidiomycota,Microbotryomycetes,Microbotryales,Ustilentylomataceae,Microbotryozyma,NA
OTU1837,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU1838,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU1839,Fungi,Mucoromycota,Endogonomycetes,Endogonales,NA,NA,NA
OTU1840,Alveolata,Ciliophora,Oligohymenophorea,Peniculida,NA,NA,NA
OTU1841,Rhizaria,Cercozoa,NA,Thaumatomonadida,NA,NA,NA
OTU1842,Protista,NA,NA,NA,NA,NA,NA
OTU1844,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU1845,Fungi,Glomeromycota,Glomeromycetes,NA,NA,NA,NA
OTU1846,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU1847,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU1848,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria triglochinicola
OTU1849,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU1850,NA,NA,NA,NA,NA,NA,NA
OTU1851,Fungi,Ascomycota,Eurotiomycetes,Phaeomoniellales,Phaeomoniellaceae,NA,NA
OTU1852,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Plectania,Plectania melastoma
OTU1853,Protista,NA,NA,NA,NA,NA,NA
OTU1854,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU1855,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,NA,NA
OTU1856,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
OTU1857,Fungi,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA
OTU1858,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU1859,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA
OTU1860,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,NA,NA,NA
OTU1861,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU1862,Metazoa,Arthropoda,Copepoda,Siphonostomatoida,NA,NA,NA
OTU1863,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
OTU1864,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,NA,NA,NA
OTU1865,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Nakazawaea,Nakazawaea ernobii
OTU1866,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,NA
OTU1867,Rhizaria,Cercozoa,NA,Thaumatomonadida,NA,NA,NA
OTU1868,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU1869,Metazoa,Nematomorpha,Gordiida,NA,NA,NA,NA
OTU1870,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,NA,NA
OTU1871,NA,NA,NA,NA,NA,NA,NA
OTU1872,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,NA
OTU1873,Fungi,Ascomycota,Xylonomycetes,Symbiotaphrinales,NA,NA,NA
OTU1874,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,NA,NA,NA
OTU1875,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Platismatia,Platismatia glauca
OTU1876,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Elytroderma,Elytroderma deformans
OTU1877,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU1878,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella,NA
OTU1879,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU1880,Stramenopila,Oomycota,Oomycetes,Peronosporales,NA,NA,NA
OTU1881,NA,NA,NA,NA,NA,NA,NA
OTU1883,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU1884,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU1885,Metazoa,Arthropoda,Insecta,Thysanoptera,NA,NA,NA
OTU1886,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,Laccaria amethysteo-occidentalis
OTU1887,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU1888,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU1889,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU1890,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU1891,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU1892,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU1893,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,NA,NA
OTU1894,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,NA
OTU1895,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,NA,NA
OTU1896,Metazoa,Arthropoda,Arachnida,Sarcoptiformes,NA,NA,NA
OTU1897,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,NA,NA
OTU1898,Fungi,Glomeromycota,Glomeromycetes,NA,NA,NA,NA
OTU1899,Fungi,NA,NA,NA,NA,NA,NA
OTU1900,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Lapidomyces,Lapidomyces hispanicus
OTU1901,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU1902,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,NA,NA,NA
OTU1903,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,NA
OTU1904,Fungi,Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,NA,NA,NA
OTU1905,Fungi,Neocallimastigomycota,Neocallimastigomycetes,Neocallimastigales,NA,NA,NA
OTU1906,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus terreus
OTU1907,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala capensis
OTU1908,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Scolecobasidium,Scolecobasidium constrictum
OTU1909,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,NA
OTU1910,Fungi,Mucoromycota,Endogonomycetes,Endogonales,NA,NA,NA
OTU1911,Fungi,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,Lophium,Lophium mytilinum
OTU1912,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU1913,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,NA
OTU1914,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU1915,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Itersonilia,Itersonilia pannonica
OTU1916,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU1917,Fungi,Basidiomycota,Agaricomycetes,Russulales,Gloeocystidiellaceae,Gloeocystidiellum,Gloeocystidiellum leucoxanthum
OTU1918,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia protuberata
OTU1919,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU1920,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU1921,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU1922,NA,NA,NA,NA,NA,NA,NA
OTU1923,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Phaeotremellaceae,NA,NA
OTU1924,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU1925,Fungi,Mucoromycota,Mucoromycetes,Mucorales,NA,NA,NA
OTU1926,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA
OTU1927,Alveolata,Apicomplexa,Coccidia,Eucoccidiorida,NA,NA,NA
OTU1928,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU1929,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium miniglutinans
OTU1930,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU1931,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU1932,Metazoa,Mollusca,Bivalvia,Ostreoida,NA,NA,NA
OTU1933,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,NA
OTU1934,Fungi,Basidiobolomycota,Basidiobolomycetes,Basidiobolales,Basidiobolaceae,Basidiobolus,NA
OTU1935,Fungi,Kickxellomycota,NA,NA,NA,NA,NA
OTU1936,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA
OTU1937,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Lecythophora,NA
OTU1938,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU1939,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,NA
OTU1940,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU1941,Metazoa,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
OTU1942,Fungi,Basidiomycota,Agaricomycetes,Tremellodendropsidales,NA,NA,NA
OTU1943,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,Cercospora punctiformis
OTU1944,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU1946,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,NA,NA,NA
OTU1947,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU1948,Ichthyosporia,NA,Ichthyosporea,Dermocystida,NA,NA,NA
OTU1949,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU1950,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,NA
OTU1951,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Heterocephalacria,NA
OTU1952,Stramenopila,Oomycota,Oomycetes,Peronosporales,NA,NA,NA
OTU1953,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,NA
OTU1954,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU1955,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU1956,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU1957,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,NA,NA,NA
OTU1959,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,NA,NA
OTU1960,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,NA,NA
OTU1961,Fungi,Mucoromycota,Endogonomycetes,Endogonales,NA,NA,NA
OTU1962,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Ijuhya,Ijuhya paraparilis
OTU1963,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria herpotrichoides
OTU1964,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA
OTU1966,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU1967,Protista,NA,NA,NA,NA,NA,NA
OTU1968,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,NA,NA,NA
OTU1969,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU1970,Rhizaria,Cercozoa,NA,Thaumatomonadida,NA,NA,NA
OTU1971,Metazoa,Arthropoda,Arachnida,Sarcoptiformes,NA,NA,NA
OTU1972,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU1973,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
OTU1974,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU1975,Fungi,Basidiobolomycota,Basidiobolomycetes,Basidiobolales,Basidiobolaceae,Basidiobolus,NA
OTU1976,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU1977,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU1978,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU1979,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Meliniomyces,Meliniomyces bicolor
OTU1980,Fungi,Ascomycota,Orbiliomycetes,NA,NA,NA,NA
OTU1981,Alveolata,Apicomplexa,Coccidia,Eucoccidiorida,NA,NA,NA
OTU1982,Fungi,NA,NA,NA,NA,NA,NA
OTU1984,NA,NA,NA,NA,NA,NA,NA
OTU1985,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU1986,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA
OTU1987,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU1988,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU1989,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita exitialis
OTU1990,Fungi,Ascomycota,Lecanoromycetes,Caliciales,NA,NA,NA
OTU1991,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,NA,NA
OTU1992,Metazoa,Arthropoda,Insecta,Diptera,NA,NA,NA
OTU1993,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,NA
OTU1994,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU1996,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,NA,NA
OTU1997,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Megasporaceae,Circinaria,NA
OTU1998,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Palaeospora,NA
OTU1999,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU2000,Protista,NA,NA,NA,NA,NA,NA
OTU2002,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU2003,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU2004,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus irregularis
OTU2005,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma japonicum
OTU2006,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,NA,NA,NA
OTU2007,Fungi,Mucoromycota,Mucoromycetes,Mucorales,NA,NA,NA
OTU2008,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,NA
OTU2009,Metazoa,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
OTU2010,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU2011,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus,NA
OTU2012,Metazoa,Arthropoda,Insecta,Diptera,NA,NA,NA
OTU2013,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU2014,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA
OTU2015,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2017,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA
OTU2018,NA,NA,NA,NA,NA,NA,NA
OTU2019,Fungi,NA,NA,NA,NA,Sulcispora,Sulcispora supratumida
OTU2020,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium pustulatum
OTU2021,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU2022,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,NA,NA
OTU2023,Ichthyosporia,NA,Ichthyosporea,Dermocystida,NA,NA,NA
OTU2024,Fungi,Ascomycota,Eurotiomycetes,Phaeomoniellales,NA,NA,NA
OTU2025,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU2026,Alveolata,Apicomplexa,Coccidia,Eucoccidiorida,NA,NA,NA
OTU2027,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria amorpha
OTU2028,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,NA,NA
OTU2029,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
OTU2030,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU2031,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella alpina
OTU2032,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Scleropezicula,NA
OTU2033,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,NA
OTU2034,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2035,Alveolata,Ciliophora,Oligohymenophorea,Apostomatida,NA,NA,NA
OTU2036,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2037,Protista,NA,NA,NA,NA,NA,NA
OTU2038,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU2039,Fungi,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,NA
OTU2040,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,Lecophagus,Lecophagus longisporus
OTU2041,Fungi,Glomeromycota,NA,NA,NA,NA,NA
OTU2042,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU2043,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU2044,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU2045,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU2046,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU2047,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU2048,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU2049,Viridiplantae,Chlorophyta,Chlorophyceae,Sphaeropleales,NA,NA,NA
OTU2050,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU2051,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Crocicreas,NA
OTU2052,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Balsamia,NA
OTU2053,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA
OTU2054,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,NA,NA,NA
OTU2055,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,Vestigium,NA
OTU2056,Fungi,Ascomycota,Lecanoromycetes,Ostropales,NA,NA,NA
OTU2057,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps memorabilis
OTU2058,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Pectenia,NA
OTU2059,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia uzbekistanensis
OTU2060,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,NA
OTU2061,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA
OTU2062,Metazoa,Arthropoda,Insecta,Diptera,NA,NA,NA
OTU2063,NA,NA,NA,NA,NA,NA,NA
OTU2064,Metazoa,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA
OTU2065,Stramenopila,Oomycota,Oomycetes,Saprolegniales,NA,NA,NA
OTU2066,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
OTU2067,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU2068,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Rhinocladiella,Rhinocladiella atrovirens
OTU2069,Stramenopila,Oomycota,Oomycetes,Peronosporales,NA,NA,NA
OTU2070,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Alatospora,NA
OTU2071,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU2072,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU2073,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris simmondsii
OTU2074,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,NA,Resinicium,Resinicium furfuraceum
OTU2075,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fuscoporia,Fuscoporia ferrea
OTU2076,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,NA,NA
OTU2077,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA
OTU2078,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU2079,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella globulifera
OTU2080,Protista,NA,NA,NA,NA,NA,NA
OTU2083,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,NA,NA,NA
OTU2084,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Alatospora,Alatospora acuminata
OTU2085,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA
OTU2086,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU2087,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU2088,Fungi,NA,NA,NA,NA,NA,NA
OTU2089,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU2090,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA
OTU2091,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU2092,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU2093,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU2094,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU2095,Stramenopila,Oomycota,Oomycetes,Peronosporales,NA,NA,NA
OTU2097,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU2098,Fungi,Ascomycota,Eurotiomycetes,Phaeomoniellales,NA,NA,NA
OTU2099,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA
OTU2100,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Piskurozyma,NA
OTU2101,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,NA
OTU2102,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,NA,NA,NA
